IB2300043356,2023-03-17T22:08:24,Trung tâm truyền thông - Văn hóa huyện Yên Châu,PL2300032096,Tư vấn lập HSMT và đánh giá HSDT,0,3961000,TG,CDTRG,1_MTHS,TV,2023-03-16T23:59:59,Trung tâm truyền thông văn hóa huyện Yên Châu,20/QĐ-TTTTVH,0,Trong nước,[],"['IB2300043356', 'IB2300043356', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '97c6a571-e6ed-4fdf-9f62-c2fa2c417df0', 0]"
IB2300043334,2023-03-17T19:36:39,Công an tỉnh Hà Nam,PL2300031096,"In sách “Hệ thống các văn bản của Đảng, Nhà nước, Bộ Công an, Tỉnh ủy và Công an tỉnh Hà Nam về công tác tổ chức cán bộ”",0,143750000,TG,CDTRG,1_MTHS,HH,2023-03-17T23:59:59,Công an tỉnh Hà Nam,632/QĐ-CAT-PH10,0,Trong nước,[],"['IB2300043334', 'IB2300043334', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '7e125749-29ae-4254-af8d-dc4e933e7a50', 0]"
IB2300043308,2023-03-17T17:43:39,Sở Văn hóa và Thể thao Hà Nội,PL2300033674,Gói thầu 6: Thuê dàn hợp xướng phục vụ Chương trình nghệ thuật kỷ niệm 50 năm “Chiến thắng trở về” của các chiến sỹ cách mạng bị địch bắt tù đày thành phố Hà Nội (3/1973 – 3/2023),0,60000000,TG,CDTRG,1_MTHS,PTV,2023-03-16T23:59:59,Sở Văn hóa và Thể thao Hà Nội,169/QĐ-SVHTT,0,Trong nước,[],"['IB2300043308', 'IB2300043308', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'dd924df4-39c8-412b-8982-2b3e356a484b', 0]"
IB2300043296,2023-03-17T17:32:47,UBND phường Văn An,PL2200048564,Gói thầu số 01: Chi phí quản lý dự án,0,219229000,TG,CDTRG,1_MTHS,TV,2022-11-14T23:59:59,Ủy ban nhân dân phường Văn An,194A/QĐ-UBND,0,Trong nước,[],"['IB2300043296', 'IB2300043296', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'de01ac9c-d59d-47b4-9ab0-6d313882a95a', 0]"
IB2300043355,2023-03-17T22:06:13,Ban quản lý dự án: “Hiện đại hóa hệ thống hồ sơ địa chính; đo vẽ lại bản đồ địa chính và xây dựng cơ sở dữ liệu địa chính trên địa bàn huyện Nho Quan”,PL2300026681,Gói thầu số 01:Tư vấn lập HSMT và đánh giá HSDT,0,5939000,TG,CDTRG,1_MTHS,TV,2023-03-10T23:59:59,UBND huyện Nho Quan,385/QĐ-UBND,0,Trong nước,[],"['IB2300043355', 'IB2300043355', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'd8d3edb2-7608-4be0-91f5-b1a4fef6ad8c', 0]"
IB2300043247,2023-03-17T16:53:54,Ban Quản lý dự án Đầu tư xây dựng ngành Giao thông tỉnh Tây Ninh,PL2300024954,Lập nhiệm vụ khảo sát bước TKBVTC-DT,0,8595943,TG,CDTRG,1_MTHS,TV,2023-03-09T23:59:59,Ban Quản lý dự án Đầu tư xây dựng ngành Giao thông tỉnh Tây Ninh,31/QĐ-BQLDA ngày 09/03/2023,0,Trong nước,[],"['IB2300043247', 'IB2300043247', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'f6790984-e9cc-4fd3-bdc3-0513cd7fb2ec', 0]"
IB2300043327,2023-03-17T18:55:04,TRƯỜNG CAO ĐẲNG THƯƠNG MẠI VÀ DU LỊCH HÀ NỘI,PL2300028211,Tư vấn lập báo cáo kinh tế kỹ thuật,0,200049000,TG,CDTRG,1_MTHS,TV,2023-03-10T23:59:59,Trường Cao đẳng Thương mại và Du lịch Hà Nội,Số 96/QĐ-TMDL,0,Trong nước,[],"['IB2300043327', 'IB2300043327', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'a422ce19-9245-46ac-a743-18f37105da3f', 0]"
IB2300043294,2023-03-17T17:30:45,Bộ tư lệnh Tăng thiết giáp,PL2300008238,Gói thầu TV-11: Tư vấn lựa chọn nhà thầu phần bổ sung,0,11413000,TG,CDTRG,1_MTHS,TV,2023-03-10T23:59:59,Binh chủng Tăng thiết giáp,824/QĐ-BC ngày 10/03/2023,0,Trong nước,[],"['IB2300043294', 'IB2300043294', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '27373332-b4e4-42c2-ad0c-58a071f944e8', 0]"
IB2300043289,2023-03-17T17:25:12,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,PL2300017748,"24-2023-VHT-K1-KNL16 ""Mua sắm bơm xăng, máy đo tốc độ vòng tua, quạt tạo gió, kìm đánh dây bảo hiểm, bộ đề động cơ và bình chia độ phục vụ thử nghiệm""",0,128213065,TG,CDTRG,1_MTHS,HH,2023-03-15T23:59:59,Tổng Công ty Công nghiệp Công nghệ cao Viettel,1550/QĐ-VHT,0,Trong nước,[],"['IB2300043289', 'IB2300043289', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'f97c91ae-e561-4f42-aff9-0893e9f93e94', 0]"
IB2300043245,2023-03-17T16:53:23,Ban Quản lý dự án đầu tư xây dựng khu vực Quận 3,PL2300025586,Tư vấn thẩm tra báo cáo kinh tế kỹ thuật,0,7564000,TG,CDTRG,1_MTHS,TV,2023-03-16T23:59:59,Ban Quản lý dự án đầu tư xây dựng khu vực Quận 3,44/QĐ-BQLDA,0,Trong nước,[],"['IB2300043245', 'IB2300043245', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '00ef55ed-c136-4f16-a6ff-9e199ae97bfe', 0]"
