IB2300034877,2023-03-08T15:54:26.218,PL2300025050,TX,Kế hoạch lựa chọn nhà thầu gói thầu: Mua cá giống thực hiện Chương trình thả cá tái tạo nguồn lợi thủy sản năm 2023,Mua cá giống thực hiện Chương trình thả cá tái tạo nguồn lợi thủy sản năm 2023,"Chi cục Chăn nuôi, Thú y và Thủy sản tỉnh Bắc Ninh","Chi cục Chăn nuôi, Thú y và Thủy sản tỉnh Bắc Ninh",Ngân sách nhà nước năm 2023 (Nguồn sự nghiệp kinh tế),HH,CHCT,TG,1,1_MTHS,30D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T17:00:00,2023-03-15T17:00:00,https://muasamcong.mpi.gov.vn,90D,4000000,Cam kết,161/QĐ-CCTYTS,2023-03-08T08:52:25.000+0000,"Chi cục Chăn nuôi, Thú y và Thủy sản tỉnh Bắc Ninh",http://localhost:1234/api/download/file/browser/public?fileId=e45b3f42-dcce-41a0-ad4c-1b4c3016b3ef,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=e97e7433-9c33-479e-80fb-03a6819c5169,273000000,1,2023-03-15T17:00:53,"[['vn2500264808', 'CÔNG TY TNHH PHÚ MỸ HƯNG', 268000000, 0, 268000000, 90, 4000000, 120, '30D']]"
IB2300022027,2023-03-08T15:53:25.448,PL2300009130,DTPT,Xây mới phòng chức năng và cải tạo sửa chữa Trường Mầm non thị trấn,"Cải tạo, cổng hàng rào, sân đường hố ga, cống thoát nước, cải tạo sửa chữa phòng học, phòng chức năng, nhà ăn, nhà vệ sinh",Ban Quản lý dự án đầu tư Xây dựng huyện Thạnh Hóa,CÔNG TY TNHH MỘT THÀNH VIÊN TƯ VẤN THIẾT KẾ VIỆT THIÊN PHÚC,Ngân sách nhà nước,XL,CHCT,TG,1,1_MTHS,12M,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T06:00:00,2023-03-15T06:00:00,https://muasamcong.mpi.gov.vn,120D,15000000,Thư bảo lãnh,161/QĐ-BQLDA,2023-03-07T08:51:14.000+0000,Ban QLDA đầu tư xây dựng huyện Thạnh Hóa,http://localhost:1234/api/download/file/browser/public?fileId=5b08e905-31ec-443c-9543-a9037bafadb8,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=c8dc81a8-c24e-48c4-902d-e378b303a81b,1344151000,1,2023-03-15T07:14:12,"[['vn1100848469', 'Doanh Nghiệp Tư Nhân Phước Duy', 1247706430.338, 0, 1247706430.338, 120, 15000000, 150, '360D']]"
IB2300037647,2023-03-10T22:28:07.528,PL2300029184,TX,"Tổ chức đoàn khảo sát, Hội nghị liên kết phát triển du lịch thành phố Hà Nội - Tỉnh Ninh Thuận","Tổ chức đoàn khảo sát, Hội nghị liên kết phát triển du lịch thành phố Hà Nội - Tỉnh Ninh Thuận",Sở Du lịch thành phố Hà Nội,Sở Du lịch thành phố Hà Nội,Nguồn chi sự nghiệp kinh tế cấp cho Sở Du Lịch năm 2023,PTV,CHCTRG,TG,1,1_MTHS,4D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T08:00:00,2023-03-15T08:00:00,https://muasamcong.mpi.gov.vn,30D,0,Cam kết,191/QĐ-SDL,2023-03-10T15:27:18.000+0000,Sở Du Lịch,http://localhost:1234/api/download/file/browser/public?fileId=52acd6bd-5089-4055-bb73-e832c013ac0e,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=559ae6b9-4edc-4dc0-8f11-d92bf111c161,159325000,1,2023-03-15T08:08:14,"[['vn0400447748', 'CÔNG TY TNHH LIÊN HỢP VẬN TẢI VÀ DU LỊCH VI.TRA.CO', 154000000, 0, 154000000, 30, 0, 0, '4D']]"
IB2300035128,2023-03-08T15:49:42.847,PL2300024094,TX,"Sửa chữa hư hỏng kè móng, rãnh thoát nước VT 37, 65 Đường dây 220kV Thành Sơn - Nho Quan","Gói thầu 04TC/SCL2023: Thi công công trình Sửa chữa hư hỏng kè móng, rãnh thoát nước VT 37, 65 Đường dây 220kV Thành Sơn - Nho Quan",Truyền tải điện Hòa Bình,Truyền tải điện Hòa Bình,Sửa chữa lớn năm 2023,XL,CHCT,TG,1,1_MTHS,60D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T16:30:00,2023-03-15T16:30:00,https://muasamcong.mpi.gov.vn,120D,14000000,Thư bảo lãnh,40/QĐ-TTĐHB-KHVT,2023-03-08T08:44:43.000+0000,Truyền tải điện Hòa Bình,http://localhost:1234/api/download/file/browser/public?fileId=b067e3c8-378b-40da-a94f-e3eda2471339,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=7bf97e43-2187-44f5-ac8c-6ac62abe8999,1405370687,1,2023-03-15T16:44:57,"[['vn0103171423', 'CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY LẮP TÂN THÀNH CÔNG', 1279888350, 0, 1279888350, 120, 14000000, 150, '60D']]"
IB2300035054,2023-03-08T14:55:55.738,PL2300023894,DTPT,"Dự án hỗ trợ phát triển sản xuất nông, lâm nghiệp (Trồng cây hồng không hạt) sử dụng kinh phí nguồn sự nghiệp kinh tế huyện thực hiện năm 2023 trên địa bàn xã Sơn Thành, huyện Na Rì","Cung cấp vật tư phân bón, vôi",UBND Xã Sơn Thành,UBND Xã Sơn Thành,Nguồn sự nghiệp kinh tế huyện năm 2023,HH,CHCT,TG,1,1_MTHS,7D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T16:00:00,2023-03-15T16:00:00,https://muasamcong.mpi.gov.vn,60D,1900000,Cam kết,34/QĐ-UBND,2023-03-07T07:54:31.000+0000,UBND xã Sơn Thành,http://localhost:1234/api/download/file/browser/public?fileId=3a9e5124-742b-4dca-9fdf-acbfa8408b2e,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=bd07f218-13eb-4f71-846e-3cbca4812e0d,127508000,1,2023-03-15T16:08:46,"[['vn4700162564', 'Hoàng Ngọc Hưng', 108077000, 0, 108077000, 60, 1900000, 90, '3D']]"
IB2300035094,2023-03-08T15:46:28.304,PL2300026339,DTPT,Kế hoạch lựa chọn nhà thầu xây dựng công trình: Cải tạo sửa chữa Trụ sở cũ UBND xã Bình Thuận thành trụ sở công an xã Bình Thuận,Xây lắp,Ban Quản lý dự án đầu tư xây dựng huyện Đại Từ,Ban Quản lý dự án đầu tư xây dựng huyện Đại Từ,Nguồn vốn ngân sách huyện từ nguồn thu tiền sử dụng đất và các nguồn vốn khác,XL,CHCT,TG,1,1_MTHS,120D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T16:00:00,2023-03-15T16:00:00,https://muasamcong.mpi.gov.vn,60D,18450000,Thư bảo lãnh,55/QĐ-BQL,2023-03-06T08:43:42.000+0000,Ban Quản lý dự án đầu tư xây dựng huyện Đại Từ,http://localhost:1234/api/download/file/browser/public?fileId=9145b9fd-b493-4846-b3c5-35c2476faa09,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=628a1bef-2826-4de0-bf49-90080be1557b,1231155308,1,2023-03-15T16:03:48,"[['vn4601164881', 'CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI KHÁNH HÀ QUỲNH', 1226748057, 0, 1226748057, 60, 18450000, 90, '120D']]"
IB2300022604,2023-03-08T14:54:25.435,PL2300014976,DTPT,Nâng cấp giàn ắc quy số 1 hệ thống 1 chiều Nhà máy Sông Hinh,"Cung cấp, lắp đặt, thí nghiệm, hiệu chỉnh giàn ắc quy số 1 hệ thống 1 chiều Nhà máy Sông Hinh",CÔNG TY CỔ PHẦN THỦY ĐIỆN VĨNH SƠN SÔNG HINH,CÔNG TY CỔ PHẦN THỦY ĐIỆN VĨNH SƠN SÔNG HINH,Đầu tư phát triển năm 2023 của Công ty CP Thủy điện Vĩnh Sơn - Sông Hinh,HH,CHCT,TG,1,1_MTHS,8M,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T09:00:00,2023-03-15T09:00:00,https://muasamcong.mpi.gov.vn,120D,30000000,Thư bảo lãnh,278/QĐ-HĐQT,2023-03-08T07:39:23.000+0000,Hội đồng quản trị Công ty CP Thủy điện Vĩnh Sơn - Sông Hinh,http://localhost:1234/api/download/file/browser/public?fileId=4783ef1e-c658-4cf1-978e-3b44e882655f,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=f6ed107c-cf77-4ec1-85c0-e2a20550bffd,2194500000,6,2023-03-15T09:35:49,"[['vn0400529292', 'CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ & THƯƠNG MẠI SONG QUỲNH', 2035600600, 0, 2035600600, 120, 30000000, 150, '230D'], ['vn0401826717', 'CÔNG TY TRÁCH NHIỆM HỮU HẠN THIẾT BỊ VU GIA', 2173171000, 0, 2173171000, 120, 30000000, 150, '230D'], ['vn0400365598', 'CÔNG TY CỔ PHẦN ĐIỆN TRƯỜNG GIANG ', 2074953000, 0, 2074953000, 120, 30000000, 150, '230D'], ['vn0107162250', 'CÔNG TY CỔ PHẦN CÔNG NGHỆ NĂNG LƯỢNG AT', 1903748000, 0, 1903748000, 120, 30000000, 150, '230D'], ['vn0401238306', 'CÔNG TY TNHH THƯƠNG MẠI & KỸ THUẬT RGE', 2127510000, 0, 2127510000, 120, 30000000, 150, '230D'], ['vn0106097986', 'CÔNG TY CỔ PHẦN THIẾT BỊ  STH VIỆT NAM', 2088900000, 0, 2088900000, 120, 30000000, 150, '230D']]"
IB2300034738,2023-03-08T14:49:44.649,PL2300023730,TX,"Mua vật tư, hàng hoá, gia công gia chế phục vụ bảo dưỡng, sửa chữa đồng bộ (Xe chuyên dụng) theo chương trình mục tiêu NQ32/f367 năm 2023","Gia công, gia chế vật tư, hàng hoá phục vụ bảo dưỡng, sửa chữa đồng bộ (Xe chuyên dụng) theo chương trình mục tiêu NQ32/f367 năm 2023",Sư Đoàn 367,Sư Đoàn 367,Ngân sách Quốc phòng năm 2023,HH,CHCT,TG,1,1_MTHS,30D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T08:04:00,2023-03-15T08:04:00,https://muasamcong.mpi.gov.vn,50D,3700000,Cam kết,226/QĐ-SĐ,2023-03-08T07:42:12.000+0000,Sư đoàn 367,http://localhost:1234/api/download/file/browser/public?fileId=9dc6382b-f600-475b-95a4-510e051ccb50,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=142a2fea-cd76-4010-b5eb-4c70123d6ef3,351760000,1,2023-03-15T08:20:46,"[['vn0302581625', 'CÔNG TY TNHH XÂY DỰNG SƠN PHÚ', 350560000, 0, 350560000, 50, 3700000, 80, '15D']]"
IB2300023473,2023-03-08T15:36:31.365,PL2300017500,DTPT,Bê tông xi măng tuyến đường từ nhà ông Nghĩ đến nhà ông Phước và tuyến từ nhà ông Phước đến nhà ông Điền,Xây lắp (Gói thầu số 1),BAN QUẢN LÝ DỰ ÁN ĐẦU TƯ XÂY DỰNG HUYỆN BẾN CẦU,CÔNG TY TRÁCH NHIỆM HỮU HẠN  MỘT THÀNH VIÊN XÂY DỰNG NGUYỄN PHI DŨNG,Ngân sách trung ương hổ trợ xã nông thôn mới nâng cao + Ngân sách huyện,XL,CHCT,TG,1,1_MTHS,200D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T16:00:00,2023-03-15T16:00:00,https://muasamcong.mpi.gov.vn,180D,18000000,Thư bảo lãnh,39/QĐ-BQLDA,2023-03-08T08:35:36.000+0000,BAN QUẢN LÝ DỰ ÁN ĐẦU TƯ XÂY DỰNG HUYỆN BẾN CẦU,http://localhost:1234/api/download/file/browser/public?fileId=904f2e3f-b9a2-4500-ab22-32cd77b968eb,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=8bdfc779-419f-446e-b83e-f591b7d617b0,1431736690,1,2023-03-15T16:11:58,"[['vn3901172257', 'CÔNG TY TRÁCH NHIỆM HỮU HẠN THÚY NHƯ', 1431130474, 0, 1402507864.52, 180, 18000000, 210, '198D']]"
IB2300035048,2023-03-08T14:39:45.211,PL2300019092,TX,Kế hoạch lựa chọn nhà thầu các gói sửa chữa thường xuyên công trình năm 2023 của Trường Đại học Sài Gòn,Cải tạo sửa chữa nhà vệ sinh nữ khu A,Trường Đại Học Sài Gòn,Trường Đại Học Sài Gòn,Quỹ phát triển sự nghiệp,PTV,CHCT,TG,1,1_MTHS,10D,1,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-15T15:00:00,2023-03-15T15:00:00,https://muasamcong.mpi.gov.vn,60D,5000000,Cam kết,số 62/QĐ-ĐHSG,2023-03-08T07:37:51.000+0000,Trường Đại học Sài Gòn,http://localhost:1234/api/download/file/browser/public?fileId=3f2849f7-67b6-498f-94ef-2c472dfb583a,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=5de332f9-ff62-4b14-b2e6-0f773ad03a37,498000000,1,2023-03-15T15:02:15,"[['vn0302403414', 'CÔNG TY CỔ PHẦN LAN ANH', 441946170, 0, 441946170, 60, 5000000, 90, '8D']]"
