IB2300044164,2023-03-20T16:42:53.832,00,PL2300033825,Chi thường xuyên,Cung cấp bi nghiền than phi 60 bổ sung cho máy nghiền 2A,Cung cấp bi nghiền than phi 60 bổ sung cho máy nghiền 2A,CÔNG TY CỔ PHẦN NHIỆT ĐIỆN HẢI PHÒNG,CÔNG TY CỔ PHẦN NHIỆT ĐIỆN HẢI PHÒNG,Vốn SXKD,Hàng hóa,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,5D,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T07:30:00,2023-03-25T07:30:00,https://muasamcong.mpi.gov.vn,120D,1604/QĐ-NĐHP,2023-03-19T17:00:00.000+0000,Công ty Cổ phần Nhiệt điện Hải Phòng,http://localhost:1234/api/download/file/browser/public?fileId=61cb188c-480b-4250-8555-d97656fa863a,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=4160c0e4-63f8-4b40-8f93-0442abf9998c,921461200,2,2023-03-25T07:36:31,"[['vn0201256280', 'CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU NAM BÌNH PHÁT', 921461200, 0, 921461200, 120, 13821000, 150, '5D'], ['vn0600005112', 'CÔNG TY TNHH THẮNG LỢI', 912241000, 0, 912241000, 120, 13821000, 150, '5D']]",2023-03-25T07:36:31
IB2300037823,2023-03-20T16:35:21.724,00,PL2300027151,Chi thường xuyên,Cung cấp vật tư thực hiện kế hoạch liên kết sản xuất và tiêu thụ sản phẩm lúa gạo vụ Đông Xuân năm 2022-2023 tại xã Đạ Tông và Đạ M’Rông,"Cung cấp vật tư thực hiện liên kết sản xuất gắn với tiêu thụ gồm (giống, phân bón) đã bao gồm cả thuế VAT",CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG KIM HÀ SÁNG,CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG KIM HÀ SÁNG,"Theo Quyết định số 172/QĐ-UBND ngày 15/02/2023
của UBND huyện Đam Rông.",Hàng hóa,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,30M,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T08:20:00,2023-03-25T08:20:00,https://muasamcong.mpi.gov.vn,90D,01/QĐ-HTXNN,2023-03-06T17:00:00.000+0000,Hợp tác xã Nông nghiệp thực phẩm,http://localhost:1234/api/download/file/browser/public?fileId=ccf0f903-2e1d-4903-aebc-941d98e1fab9,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=f7dd4d75-49e7-478e-bff7-bae0a3e9b13c,237930000,1,2023-03-25T08:46:49,"[['vn5801271071', 'CÔNG TY TNHH VẬT TƯ NÔNG NGHIỆP ĐỨC CƯỜNG', 236399050, 0, 236399050, 90, 3000000, 120, '20D']]",2023-03-25T08:46:49
IB2300044553,2023-03-20T16:32:39.096,00,PL2300028876,Chi thường xuyên,Mua sắm hệ thống tắm nước nóng F2/100 và F2/50 năm 2023,MS-01: Mua sắm hệ thống tắm nước nóng f2/100 và f2/50,Cục Hậu Cần Quân chủng Phòng không - Không quân,Cục Hậu Cần Quân chủng Phòng không - Không quân,Ngân sách quốc phòng,Hàng hóa,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,30D,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T09:00:00,2023-03-25T09:00:00,https://muasamcong.mpi.gov.vn,45D,395/QĐ-CHC,2023-03-19T17:00:00.000+0000,Cục hậu cần/Quân chủng PK-KQ,http://localhost:1234/api/download/file/browser/public?fileId=b818d369-3280-44a4-bfa7-6c762948240f,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=3a0663a1-aedb-49f3-bbbd-d1684c93483c,790000000,1,2023-03-25T09:22:47,"[['vn2801346885', 'CÔNG TY CỔ PHẦN THIẾT BỊ NHIỆT ĐÔNG Á', 780000000, 0, 741000000, 45, 10000000, 75, '30D']]",2023-03-25T09:22:47
IB2300038990,2023-03-21T09:24:26.629,01,PL2300030105,Chi đầu tư phát triển,Cải tạo đường liên xã Ea Kao - Hòa Khánh (02 trục),Gói thầu xây lắp,ỦY BAN NHÂN DÂN XÃ EAKAO,CÔNG TY TNHH TƯ VẤN XÂY DỰNG TUẤN TÚ QB,"Ngân sách thành phố 95%, ngân sách xã huy động từ các nguồn hợp pháp khác 5%",Xây lắp,Đấu thầu rộng rãi,TG,Trong nước,Một giai đoạn một túi hồ sơ,270D,Qua mạng,https://muasamcong.mpi.gov.vn,"330,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T09:00:00,2023-03-25T09:00:00,https://muasamcong.mpi.gov.vn,90D,73/QĐ-UBND,2023-03-13T01:57:38.000+0000,Uỷ ban nhân dân xã Ea Kao,http://localhost:1234/api/download/file/browser/public?fileId=74f26636-b8e1-47cc-aa64-329917326547,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=e45f06d5-4aa9-4a20-9372-aef1d933512b,4032024000,1,2023-03-25T09:03:18,"[['vn6001605337', 'CÔNG TY TNHH THANH TÙNG BAN MÊ', 4030813970.196, 0, 4030813970.196, 90, 41000000, 120, '270D']]",2023-03-25T09:03:18,IB2300039192,2023-03-20T22:14:31.907,00,PL2300029127,Chi đầu tư phát triển,"Cải tạo nhà 2 tầng 4 phòng học và nhà cấp IV (điểm chính); xây nhà vệ sinh, nhà để xe giáo viên, cải tạo nâng cấp bếp ăn, sân trường (điểm lẻ Tân Kiều) trường Mầm non Yên Hóa","Thi công xây dựng
(Chưa bao gồm dự phòng phí)","Ủy ban nhân dân xã Yên Hóa, huyện Minh Hóa, tỉnh Quảng Bình",CÔNG TY TNHH ĐINH PHÚC NHÂN,"Nguồn vốn
Chương
trình mục
tiêu quốc gia
Xây dựng
Nông thôn
mới",Xây lắp,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,240D,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T17:00:00,2023-03-25T17:01:00,https://muasamcong.mpi.gov.vn,90D,Số 95/QĐ-UBND,2023-03-15T17:00:00.000+0000,Ủy ban nhân dân xã Yên Hóa,http://localhost:1234/api/download/file/browser/public?fileId=6fb4dede-918b-400d-bc44-570b37f1a3c2,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=b6d675cf-0cef-4c35-980e-a490fe85db41,1456631000,1,2023-03-25T17:05:09,"[['vn3100293330', 'CÔNG TY TNHH XÂY DỰNG TỔNG HỢP HOÀNG GIANG', 1455000000, 0, 1455000000, 90, 15000000, 120, '240D']]",2023-03-25T17:05:09
IB2300042910,2023-03-20T20:57:07.306,00,PL2300029223,Chi đầu tư phát triển,Lập Báo cáo quan trắc môi trường tại các Nghĩa trang thuộc Ban Phục vụ lễ tang Hà Nội năm 2023,Lập báo cáo quan trắc môi trường tại các Nghĩa trang thuộc Ban phục vụ lễ tang Hà Nội năm 2023,Ban Phục vụ lễ tang Hà Nội - Sở Lao động Thương binh và Xã hội Tp.Hà Nội,Ban Phục vụ lễ tang Hà Nội - Sở Lao động Thương binh và Xã hội Tp.Hà Nội,Ngân sách Thành phố năm 2023,Phi tư vấn,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,9M,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T09:00:00,2023-03-25T09:30:00,https://muasamcong.mpi.gov.vn,60D,95/QĐ-BPVLT,2023-03-17T08:36:27.000+0000,Ban Phục vụ lễ tang Hà Nội,http://localhost:1234/api/download/file/browser/public?fileId=9a51890f-cc76-4b7c-8eb6-08520da49370,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=a6f2e18d-ba8d-4ffb-aa55-d9f8334a4fdb,1672972341,1,2023-03-25T09:35:28,"[['vn0101546606', 'CÔNG TY CỔ PHẦN KỸ THUẬT VÀ PHÂN TÍCH MÔI TRƯỜNG', 1629999952, 0, 1613699952.48, 60, 20000000, 90, '270D']]",2023-03-25T09:35:28
IB2300044783,2023-03-20T20:19:20.77,00,PL2300034553,Chi thường xuyên,Bảo quản hiện vật gỗ Khu Trung tâm Hoàng thành Thăng Long năm 2023,Gói thầu số 3: Bảo quản hiện vật gỗ Khu trung tâm Hoàng thành Thăng Long năm 2023,Trung tâm Bảo tồn di sản Thăng Long Hà Nội,Trung tâm Bảo tồn di sản Thăng Long Hà Nội,Nguồn kinh phí không thường xuyên ngân sách Thành phố cấp cho Trung tâm năm 2023,Phi tư vấn,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,9M,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T10:10:00,2023-03-25T10:10:00,https://muasamcong.mpi.gov.vn,60D,231/QĐ-TTHN,2023-03-20T13:17:52.000+0000,Trung tâm bảo tồn di sản Thăng Long – Hà Nội,http://localhost:1234/api/download/file/browser/public?fileId=40405b17-893e-4cb3-995f-c479775bbac3,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=11de9de6-aa02-475a-9bde-77b94717ad1e,765028000,1,2023-03-25T11:15:17,"[['vn0100763439', 'Viện Nghiên cứu Công nghiệp rừng', 754602000, 0, 754602000, 60, 10000000, 90, '270D']]",2023-03-25T11:15:17
IB2300044774,2023-03-20T19:40:37.12,00,PL2300034755,Chi thường xuyên,"Kiểm kê và bảo quản hiện vật theo chất liệu, loại hình tại kho bảo quản năm 2023","Gói thầu số 3: Kiểm kê và bảo quản hiện vật theo chất liệu, loại hình tại kho bảo quản năm 2023",Trung tâm Bảo tồn di sản Thăng Long Hà Nội,Trung tâm Bảo tồn di sản Thăng Long Hà Nội,Nguồn kinh phí không thường xuyên ngân sách Thành phố cấp cho Trung tâm năm 2023,Phi tư vấn,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,9M,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T10:15:00,2023-03-25T10:15:00,https://muasamcong.mpi.gov.vn,60D,230/QĐ-TTHN,2023-03-20T12:39:18.000+0000,Trung tâm bảo tồn di sản Thăng Long – Hà Nội,http://localhost:1234/api/download/file/browser/public?fileId=b401f1f0-835a-497c-93d2-9ecd991418ce,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=29e9dbbe-8da0-4e94-9fba-88a6075b0cb6,891847000,1,2023-03-25T11:15:07,"[['vn0108585516', 'CÔNG TY TNHH ECO TRIBE VIỆT NAM', 889835000, 0, 889835000, 60, 10000000, 90, '270D']]",2023-03-25T11:15:07
IB2300044759,2023-03-20T19:15:10.833,00,PL2300034773,Chi thường xuyên,Bảo quản hiện vật và các cấu kiện di tích trưng bày tại khu trưng bày tầng hầm nhà Quốc hội năm 2023,Gói thầu số 3: Bảo quản hiện vật và các cấu kiện di tích trưng bày tại khu trưng bày tầng hầm nhà Quốc hội năm 2023,Trung tâm Bảo tồn di sản Thăng Long Hà Nội,Trung tâm Bảo tồn di sản Thăng Long Hà Nội,Nguồn kinh phí không thường xuyên ngân sách Thành phố cấp cho Trung tâm năm 2023,Phi tư vấn,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,9M,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T10:00:00,2023-03-25T10:00:00,https://muasamcong.mpi.gov.vn,60D,229/QĐ_TTHN,2023-03-20T12:11:23.000+0000,Trung tâm Bảo tồn di sản Thăng Long Hà Nội,http://localhost:1234/api/download/file/browser/public?fileId=7b8eab48-37d1-406c-8a4a-fd61d585fcba,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=32e4ff46-5585-4d41-a549-8be678a02139,1098666400,1,2023-03-25T11:14:58,"[['vn0105661279', 'Viện Nghiên cứu Kinh thành', 1096223100, 0, 1096223100, 60, 11000000, 90, '270D']]",2023-03-25T11:14:58
IB2300044705,2023-03-20T17:33:31.948,00,PL2300027604,Chi thường xuyên,"Kế hoạch lựa chọn nhà thầu thực hiện nhiệm vụ “Tổ chức đào tạo, tập huấn kiến thức chuyên sâu về quản lý, điều hành Hệ thống quản lý chất lượng theo TCVN ISO 9001:2015 cho lãnh đạo, thư ký ISO của các cơ quan HCNN trên địa bàn tỉnh”","Tổ chức đào tạo, tập huấn kiến thức chuyên sâu về quản lý, điều hành Hệ thống quản lý chất lượng theo TCVN ISO 9001:2015 cho lãnh đạo, thư ký ISO của các cơ quan HCNN trên địa bàn tỉnh",Chi cục Tiêu chuẩn Đo lường Chất lượng Quảng Ninh,Chi cục Tiêu chuẩn Đo lường Chất lượng Quảng Ninh,Nguồn kinh phí sự nghiệp khoa học và công nghệ năm 2023,Phi tư vấn,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,60D,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T09:30:00,2023-03-25T09:30:00,https://muasamcong.mpi.gov.vn,60D,119/QĐ-TĐC,2023-03-20T10:26:36.000+0000,Chi cục Tiêu chuẩn Đo lường Chất lượng Quảng Ninh,http://localhost:1234/api/download/file/browser/public?fileId=2d665ce5-ea5e-4623-9bb8-611a42d00958,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=a6e2d8ed-9df5-43e8-b7d9-a35eda709daa,232000000,1,2023-03-25T10:28:07,"[['vn0108322002', 'CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ', 232000000, 0, 204160000, 60, 3000000, 90, '60D']]",2023-03-25T10:28:07
IB2300043784,2023-03-20T16:30:05.1,00,PL2300031211,Chi đầu tư phát triển,"Kế hoạch lựa chọn nhà thầu công trình Nâng cấp đường phố 5 ấp 2, xã Phú Lợi",Gói thầu số 02 (Xây lắp): Thi công xây dựng,Ủy Ban Nhân Dân xã Phú Lợi,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ XÂY DỰNG RẠNG ĐÔNG,Ngân sách hỗ trợ và nhân dân cùng làm,Xây lắp,Chào hàng cạnh tranh,TG,Trong nước,Một giai đoạn một túi hồ sơ,60D,Qua mạng,https://muasamcong.mpi.gov.vn,"220,000 VND",https://muasamcong.mpi.gov.vn,23,2023-03-25T10:00:00,2023-03-25T10:00:00,https://muasamcong.mpi.gov.vn,60D,55/QĐ-UBND,2023-03-17T17:00:00.000+0000,UBND xã Phú Lợi,http://localhost:1234/api/download/file/browser/public?fileId=3422cf7a-00aa-4e3d-9dcd-861677dc631c,https://muasamcong.mpi.gov.vn/egp/contractorfe/viewer?formCode=ALL&id=482db356-e114-4b1f-b34a-ee221155417a,1802302000,1,2023-03-25T10:00:52,"[['vn3600737312', 'CÔNG TY TNHH XÂY DỰNG HỮU VỌNG', 1794554387.553, 0, 1794554387.553, 60, 20000000, 90, '60D']]",2023-03-25T10:00:52
