IB2300049866,2023-03-25T17:25:45,Phòng Kinh tế và Hạ tầng huyện Ea Kar,PL2300038498,Tư vấn QLDA,0,30177000,TG,CDTRG,1_MTHS,TV,2023-03-21T23:59:59,Phòng Kinh tế và Hạ tầng huyện Ea Kar,38/QĐ-KT&HT,0,Trong nước,[],"['IB2300049866', 'IB2300049866', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '07dd4c2a-f7f9-4d18-b57b-02f8f8ce2544', 0, 'TV', '00']"
IB2300049814,2023-03-25T15:38:09,Ban Quản lý dự án các công trình xây dựng cơ bản huyện Nậm Nhùn,PL2200010327,"Gói thầu số 01: Tư vấn lập đề cương nhiệm vụ khảo sát, giám sát công tác khảo sát",0,7902000,TG,CDTRG,1_MTHS,TV,2022-07-15T23:59:59,Ban QLDA các công trình XDCB huyện Nậm Nhùn,132a/QĐ-BQLDA,0,Trong nước,[],"['IB2300049814', 'IB2300049814', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '88545354-eeec-4186-92e0-6d8e933ad385', 0, 'TV', '00']"
IB2300049848,2023-03-25T16:29:38,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,PL2300038488,"Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtTu sửa kênh N10, vị trí: K0+005, K0+021, K0+026, K0+029, K0+066, K0+089 - Hệ thống hồ Phước Nhơn",0,660000,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,399/QĐ-CTKTTL-KHKT,0,Trong nước,[],"['IB2300049848', 'IB2300049848', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'd7c91a71-97ea-4603-9bf0-4761aee03018', 0, 'TV', '00']"
IB2300049884,2023-03-25T21:55:59,Trường tiểu học Xuân Đỉnh,PL2300038513,Phun thuốc diệt muỗi khử trùng môi trường,0,77900000,TG,CDTRG,1_MTHS,PTV,2023-03-23T23:59:59,Trường tiểu học Xuân Đỉnh,40/QĐ-THXĐ,0,Trong nước,[],"['IB2300049884', 'IB2300049884', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '0fdac28a-a4a6-4231-865d-9163ee1f7d8f', 0, 'PTV', '00']"
IB2300049837,2023-03-25T16:11:02,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,PL2300038479,"Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtTu sửa kênh N3, vị trí: K0+430, K0+506 - Hệ thống hồ Phước Nhơn",0,660000,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,393/QĐ-CTKTTL-KHKT,0,Trong nước,[],"['IB2300049837', 'IB2300049837', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '675a8b0d-f684-43a1-8600-49ee86df2611', 0, 'TV', '00']"
IB2300049804,2023-03-25T15:26:47,Ban Quản lý dự án đầu tư xây dựng công trình giao thông Thành phố Hà Nội,PL2300029676,"Gói thầu số 05: Tư vấn lập hồ sơ mời thầu, đánh giá hồ sơ dự thầu cho các Gói thầu: số 03, 04",0,51440000,TG,CDTRG,1_MTHS,TV,2023-03-20T23:59:59,Ban Quản lý dự án đầu tư xây dựng công trình giao thông Thành phố Hà Nội,126/QĐ-BQLCTGT,0,Trong nước,[],"['IB2300049804', 'IB2300049804', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '3bff35d5-d351-4b37-b6b6-9d6303b89496', 0, 'TV', '00']"
IB2300049813,2023-03-25T15:37:57,Sở Du lịch thành phố Hà Nội,PL2300037456,Tuyên truyền các hoạt động du lịch Hà Nội năm 2023 trên VnExpress,0,80000000,TG,CDTRG,1_MTHS,PTV,2023-03-17T23:59:59,Sở du lịch thành phố Hà Nội,246/QĐ-SDl,0,Trong nước,[],"['IB2300049813', 'IB2300049813', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'bae77f2a-9311-4a7e-931d-7f5f2c70fb3d', 0, 'PTV', '00']"
IB2300049862,2023-03-25T16:56:41,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,PL2300038496,Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtKhôi phục cột mốc hồ Thành Sơn - Hệ thống hồ Thành Sơn,0,660000,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,396/QĐ-CTKTTL-KHKT,0,Trong nước,[],"['IB2300049862', 'IB2300049862', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '1c3e378d-aa8c-4f5a-9851-935b7251fa3d', 0, 'TV', '00']"
IB2300049882,2023-03-25T21:27:55,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông Vĩnh Long,PL2300033422,Gói thầu số 3: Thẩm tra nhiệm vụ khảo sát lập thiết kế bản vẽ thi công và dự toán công trình,0,2200000,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông,63/QĐ-BQLDAGT,0,Trong nước,[],"['IB2300049882', 'IB2300049882', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '1491ea87-5edd-47bc-bf53-bf225c8c9cfa', 0, 'TV', '00']"
IB2300048381,2023-03-25T16:25:29,Phòng Kinh tế và Hạ tầng huyện Ea Kar,PL2300036440,Gói thầu xây lắp + thuế và phí,0,701830000,TG,CDTRG,1_MTHS,XL,2023-03-14T23:59:59,Phòng Kinh tế và Hạ tầng huyện Ea Kar,26/QĐ-KT&HT·,0,Trong nước,[],"['IB2300048381', 'IB2300048381', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '12e74c76-a80e-4b30-bf2a-2a676f49e835', 0, 'XL', '00']"
IB2300049812,2023-03-25T15:36:13,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông Vĩnh Long,PL2300032888,Gói thầu số 4: Lập E-HSMT gói thầu tư vấn số 6,0,2064063,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông,61/QĐ-BQLDAGT,0,Trong nước,[],"['IB2300049812', 'IB2300049812', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'f58e41c5-b0bd-4cd0-ac6d-cb5ba5aa6b10', 0, 'TV', '00']"
IB2300049803,2023-03-25T15:25:43,Sở Du lịch thành phố Hà Nội,PL2300037456,Tuyên truyền các hoạt động du lịch Hà Nội năm 2023 trên Báo kinh tế đô thị,0,80000000,TG,CDTRG,1_MTHS,PTV,2023-03-17T23:59:59,Sở du lịch thành phố Hà Nội,243/QĐ-SDL,0,Trong nước,[],"['IB2300049803', 'IB2300049803', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '47cec9ba-f674-406c-8766-b0b67f71b8c9', 0, 'PTV', '00']"
IB2300049784,2023-03-25T15:04:30,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,PL2300038459,"Gói thầu số 02: Giám sát thi công xây lắp công trình Tu sửa kênh Ba Hồ 2, vị trí: K0+500 - Hệ thống Ba Hồ 2",0,445899,TG,CDTRG,1_MTHS,TV,2023-03-24T23:59:59,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,462/QĐ-CTKTTL-KHKT,0,Trong nước,[],"['IB2300049784', 'IB2300049784', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '57828e4a-4f34-49cf-b2e2-07251d08b232', 0, 'TV', '00']"
IB2300049800,2023-03-25T15:23:01,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông Vĩnh Long,PL2300032027,"Gói thầu số 19: Khảo sát, lập phương án kỹ thuật thi công, dự toán rà phá bom mìn, vật nổ",0,20000000,TG,CDTRG,1_MTHS,TV,2023-03-24T23:59:59,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông,72/QĐ-BQLDAGT,0,Trong nước,[],"['IB2300049800', 'IB2300049800', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'a74e49bd-39e9-48cf-90df-ad13c2817b44', 0, 'TV', '00']"
IB2300049755,2023-03-25T13:18:33,Trường Đại học Cần Thơ,PL2300038441,Sơn sửa cửa sắt kéo không lá tại Nhà Điền hành - Đại học Cần Thơ,0,72389146,TG,CDTRG,1_MTHS,PTV,2023-01-11T23:59:59,Trường Đại học Cần Thơ,91/QĐ-ĐHCT ngày 11/01/2023,0,Trong nước,[],"['IB2300049755', 'IB2300049755', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'e2ee2c24-6eaf-465f-9984-f8dd86be7432', 0, 'PTV', '00']"
IB2300049801,2023-03-25T15:22:46,Sở Du lịch thành phố Hà Nội,PL2300037456,Tuyên truyền các hoạt động du lịch Hà Nội năm 2023 trên Báo Hà Nội mới,0,70000000,TG,CDTRG,1_MTHS,PTV,2023-03-17T23:59:59,Sở du lịch thành phố Hà Nội,242/QĐ-SDL,0,Trong nước,[],"['IB2300049801', 'IB2300049801', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'e48b9dc8-fc6b-411f-8c5e-3f5f11d59aae', 0, 'PTV', '00']"
IB2300049836,2023-03-25T16:06:44,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,PL2300038478,"Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuật Tu sửa kênh N6, vị trí: K0+845, K1+080, K1+195, K1+221, K1+659 - Kênh Đông - Hệ thống hồ Phước Trung",0,660000,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,392/QĐ-CTKTTL-KHKT,0,Trong nước,[],"['IB2300049836', 'IB2300049836', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '4b679334-df78-4ef4-a6ae-7018069a23a9', 0, 'TV', '00']"
IB2300049880,2023-03-25T21:23:51,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông Vĩnh Long,PL2300033422,Gói thầu số 2: Lập nhiệm vụ khảo sát bước lập thiết kế bản vẽ thi công và dự toán công trình,0,3241525,TG,CDTRG,1_MTHS,TV,2023-03-21T23:59:59,Ban Quản lý dự án đầu tư xây dựng các công trình giao thông,60/QĐ-BQLDAGT,0,Trong nước,[],"['IB2300049880', 'IB2300049880', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'a3dbb5ce-00f1-449d-b0cc-6d90918fef55', 0, 'TV', '00']"
IB2300049847,2023-03-25T16:25:19,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,PL2300038487,"Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuật Tu sửa kênh N8, vị trí: K0+151, K0+198 - Hệ thống hồ Phước Nhơn",0,660000,TG,CDTRG,1_MTHS,TV,2023-03-22T23:59:59,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,395/QĐ-CTKTTL-KHKT,0,Trong nước,[],"['IB2300049847', 'IB2300049847', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '29847496-9cb5-4f84-8f24-f3df7f2a71d2', 0, 'TV', '00']"
IB2300049809,2023-03-25T15:34:38,Sở Du lịch thành phố Hà Nội,PL2300037456,Tuyên truyền các hoạt động du lịch Hà Nội năm 2023 trên Đài PTTH Hà Nội,0,48000000,TG,CDTRG,1_MTHS,PTV,2023-03-17T23:59:59,Sở du lịch thành phố Hà Nội,245/QĐ-SDL,0,Trong nước,[],"['IB2300049809', 'IB2300049809', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', '6964b9b2-e1f8-4316-9f6b-e617d633530a', 0, 'PTV', '00']"
IB2300049799,2023-03-25T15:20:27,Sở Du lịch thành phố Hà Nội,PL2300037456,Tuyên truyền các hoạt động du lịch Hà Nội năm 2023 trên Báo tuổi trẻ,0,70000000,TG,CDTRG,1_MTHS,PTV,2023-03-17T23:59:59,Sở du lịch thành phố Hà Nội,241/QĐ-SDL,0,Trong nước,[],"['IB2300049799', 'IB2300049799', 'es-notify-contractor', 'notify-contractor-step-4-kqlcnt', 'CNTTT', 'b6f22357-d340-49ba-9425-8b63e6529509', 0, 'PTV', '00']"
