PL2300038518,"Về việc phê duyệt KHLCNT Gói thầu: In ấn bộ sách ""Bà mẹ Việt Nam anh hùng tỉnh Quảng Trị""",00,"In ấn bộ sách ""Bà mẹ Việt Nam anh hùng tỉnh Quảng Trị""",,Bộ chỉ huy quân sự tỉnh Quảng Trị/Quân khu 4,1,,,,,,1573580000,457/QĐ-UBND,2023/03/17 00:00:00,UBND tỉnh Quảng Trị,0,"[['In ấn bộ sách ""bà mẹ Việt Nam anh hùng tỉnh Quảng Trị""', 'PTV', 1573580000, 'Dự toán chi Quốc phòng - An ninh khối tỉnh năm 2023', 'Chào hàng cạnh tranh', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '90D', '40e6dab6-6d8e-4c5a-9e5d-b2d344a03995', 'Trong nước', 'Qua mạng', 'Không sơ tuyển']]","[['LDT', 'In ấn bộ sách ""bà mẹ Việt Nam anh hùng tỉnh Quảng Trị""', 'Qua mạng', 'Trong nước', 'Phi tư vấn', 'Không', 'Chào hàng cạnh tranh', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Dự toán chi Quốc phòng - An ninh khối tỉnh năm 2023', 'Không', 'Quý I, 2023', '90 ngày', 1573580000, 'Thành phố Đông Hà, Tỉnh Quảng Trị', 'BP2300115616']]","['7daaad4d-0b75-4941-9660-dbb531b5a153', 'plan-step-1', 'es-plan-project-p']",2023-03-25 22:33:26,TX,KH LCNT.pdf,http://localhost:1234/api/download/file/browser/public?fileId=2d88fb50-5154-4f01-b2f2-091b8c1a599a
PL2300038496,Khôi phục cột mốc hồ Thành Sơn - Hệ thống hồ Thành Sơn,00,Khôi phục cột mốc hồ Thành Sơn - Hệ thống hồ Thành Sơn,,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,1,,,,,,660000,376/QĐ-CTKTTL-KHKT,2023/03/22 00:00:00,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,0,"[['Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtKhôi phục cột mốc hồ Thành Sơn - Hệ thống hồ Thành Sơn', 'TV', 660000, 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Tháng 3, 2023', 'Trọn gói', '7D', '3f515428-7499-4d86-8397-80d0662ab91c', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtKhôi phục cột mốc hồ Thành Sơn - Hệ thống hồ Thành Sơn', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Không', 'Tháng 3, 2023', '7 ngày', 660000, 'Tỉnh Ninh Thuận', 'BP2300115540']]","['0fe55a76-00bc-47c5-a518-544cac36ff5d', 'plan-step-1', 'es-plan-project-p']",2023-03-25 16:55:04,KHAC,376 22 3.pdf,http://localhost:1234/api/download/file/browser/public?fileId=dd38dd4f-2852-49ba-993a-6a4f58bd68e8
PL2300038511,Kế hoạch lựa chọn nhà thầu gói thầu Sửa chữa thay thế thiết bị thang máy Mitsubishi PL1 Nhà A6 Trường Đại học GTVT,00,Sửa chữa thay thế thiết bị thang máy Mitsubishi PL1 Nhà A6 Trường Đại học GTVT,,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI,1,,,,,,53890100,550/QĐ-ĐHGTVT ngày 21/03/2023,2023/03/21 00:00:00,Trường Đại học GTVT,0,"[['Sửa chữa thay thế thiết bị thang máy Mitsubishi PL1 Nhà A6 Trường Đại học GTVT', 'XL', 53890100, 'Quỹ phát triển hoạt động sự nghiệp của Trường Đại học GTVT', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '10D', 'a24d72c3-78d5-4f66-8bbc-161761b16f89', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Sửa chữa thay thế thiết bị thang máy Mitsubishi PL1 Nhà A6 Trường Đại học GTVT', 'Không qua mạng', 'Trong nước', 'Xây lắp', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Quỹ phát triển hoạt động sự nghiệp của Trường Đại học GTVT', 'Không', 'Quý I, 2023', '10 ngày', 53890100, 'Quận Đống Đa, Thành phố Hà Nội', 'BP2300115584']]","['540187ce-3c57-4035-b041-236180ebca8f', 'plan-step-1', 'es-plan-project-p']",2023-03-25 21:17:39,TX,QD550.pdf,http://localhost:1234/api/download/file/browser/public?fileId=2ae82148-0d17-4bba-86d7-148ddaca97ea
PL2300038510,"Cung cấp  nhu yếu phẩm, thực phẩm tháng 4/2023 cho các cháu Làng Nuôi dạy trẻ mồ côi Hoa Phượng",01,"Cung cấp  nhu yếu phẩm, thực phẩm tháng 4/2023 cho các cháu Làng Nuôi dạy trẻ mồ côi Hoa Phượng",,Làng Nuôi dạy trẻ mồ côi Hoa Phượng,1,,,,,,45180000,Quyết định số 125/QĐ-LNDTMCHP,2023/03/24 00:00:00,Làng Nuôi dạy trẻ mồ côi Hoa Phượng,0,"[['Cung cấp nhu yếu phẩm, thực phẩm tháng 4/2023 của Làng Nuôi dạy trẻ mồ côi Hoa Phượng', 'HH', 45180000, 'Ngân sách thành phố', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Tháng 4, 2023', 'Trọn gói', '30D', 'e68af716-288a-4d54-997d-54ea178d1d08', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Cung cấp nhu yếu phẩm, thực phẩm tháng 4/2023 của Làng Nuôi dạy trẻ mồ côi Hoa Phượng', 'Không qua mạng', 'Trong nước', 'Hàng hóa', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Ngân sách thành phố', 'Không', 'Tháng 4, 2023', '30 ngày', 45180000, 'Quận Hải An, Thành phố Hải Phòng', 'BP2300115586']]","['95c34502-c946-4c10-bc6e-be569dc0d208', 'plan-step-1', 'es-plan-project-p']",2023-03-25 21:57:16,TX,Lua chon thang 4.pdf,http://localhost:1234/api/download/file/browser/public?fileId=3cd18dc4-41a5-4d5b-9202-182e6d62a2d0
PL2300038494,"Tu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu",00,"Tu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu",,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,1,,,,,,660000,368/QĐ-CTKTTL-KHKT,2023/03/22 00:00:00,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,0,"[['Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtTu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu', 'TV', 660000, 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Tháng 3, 2023', 'Trọn gói', '7D', 'a50422c4-a2ce-481c-9de4-606847043abe', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Gói thầu số 01: Thẩm tra báo cáo kinh tế kỹ thuậtTu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Không', 'Tháng 3, 2023', '7 ngày', 660000, 'Tỉnh Ninh Thuận', 'BP2300115534']]","['c55d44ae-0d9e-4b78-91f5-c83438fea798', 'plan-step-1', 'es-plan-project-p']",2023-03-25 16:47:32,KHAC,368 22 3.pdf,http://localhost:1234/api/download/file/browser/public?fileId=eab008a0-5f6f-4ba1-b1dc-a0aaac8d7e5d
PL2300038498,"Hỗ trợ kinh phí cải tạo, sửa chữa đường giao thông ĐH.07.15 đoạn từ trung tâm xã Ea Sar qua xã Ea Sô nối với QL29",00,"Hỗ trợ kinh phí cải tạo, sửa chữa đường giao thông ĐH.07.15 đoạn từ trung tâm xã Ea Sar qua xã Ea Sô nối với QL29",,Phòng Kinh tế và Hạ tầng huyện Ea Kar,3,,,,,,1200000000,96/QĐ-UBND,2023/03/20 00:00:00,Ủy ban nhân dân huyện Ea Kar,0,"[['xây lắp', 'XL', 997933000, 'Ngân sách tỉnh bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '120D', '504287af-6306-4ac4-b559-5430f7e38ed0', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Tư vấn QLDA', 'TV', 30177000, 'Ngân sách tỉnh bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '120D', '80f4a7b2-3324-4bc4-b81b-7b77a8105755', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Tư vấn giám sát', 'TV', 31964000, 'Ngân sách tỉnh bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '120D', 'a914ad2d-11a4-4782-808c-f589172bb325', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'xây lắp', 'Không qua mạng', 'Trong nước', 'Xây lắp', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Ngân sách tỉnh bổ sung có mục tiêu', 'Không', 'Quý I, 2023', '120 ngày', 997933000, 'Huyện Ea Kar, Tỉnh Đăk Lăk', 'BP2300115551'], ['LDT', 'Tư vấn QLDA', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Ngân sách tỉnh bổ sung có mục tiêu', 'Không', 'Quý I, 2023', '120 ngày', 30177000, 'Huyện Ea Kar, Tỉnh Đăk Lăk', 'BP2300115559'], ['LDT', 'Tư vấn giám sát', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Ngân sách tỉnh bổ sung có mục tiêu', 'Không', 'Quý I, 2023', '120 ngày', 31964000, 'Huyện Ea Kar, Tỉnh Đăk Lăk', 'BP2300115556']]","['9f4dd0ef-ce51-4ab2-bcde-7e9300729799', 'plan-step-1', 'es-plan-project-p']",2023-03-25 17:15:21,TX,PD KHLCNT.pdf,http://localhost:1234/api/download/file/browser/public?fileId=8ba22cc5-a3b8-43af-854a-af12995dd0ac
PL2300038495,"Tu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu",00,"Tu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu",,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THUỶ LỢI NINH THUẬN,2,,,,,,48814682,428/QĐ-CTKTTL-KHKT,2023/03/23 00:00:00,CÔNG TY TNHH MTV KHAI THÁC CÔNG TRÌNH THỦY LỢI  NINH THUẬN,0,"[['Gói thầu số 02: Giám sát thi công xây lắp công trìnhTu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu', 'TV', 1236092, 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Tháng 3, 2023', 'Trọn gói', '60D', '92d696b6-a9e6-4630-860b-f48b307e94b2', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Gói thầu số 03: Thi công xây lắp công trìnhTu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu', 'XL', 47578590, 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Tháng 3, 2023', 'Trọn gói', '60D', 'ef9d9ba9-c0fc-4082-9576-e26cef335f32', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Gói thầu số 02: Giám sát thi công xây lắp công trìnhTu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Không', 'Tháng 3, 2023', '60 ngày', 1236092, 'Tỉnh Ninh Thuận', 'BP2300115537'], ['LDT', 'Gói thầu số 03: Thi công xây lắp công trìnhTu sửa cục bộ mái tràn xả lũ hồ Bà Râu, vị trí: K0+13; K0+43,8 (Vai trái tràn, tính từ đỉnh đập) - Hệ thống hồ Bà Râu', 'Không qua mạng', 'Trong nước', 'Xây lắp', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Nguồn cung cấp sản phẩm dịch vụ thủy lợi năm 2023 “hỗ trợ tiền sử dụng sản phẩm, dịch vụ công ích thủy lợi, và dịch vụ thủy lợi khác (thu tiền cấp nước thô)”', 'Không', 'Tháng 3, 2023', '60 ngày', 47578590, 'Tỉnh Ninh Thuận', 'BP2300115538']]","['ae5fa8ec-9e89-4d17-9aea-f2d7a54e12b3', 'plan-step-1', 'es-plan-project-p']",2023-03-25 16:52:33,KHAC,428 23 3.pdf,http://localhost:1234/api/download/file/browser/public?fileId=0f93827f-8fd9-40b6-ba2e-5fa70b3efea9
PL2300035102,"Mua téc nước sinh hoạt xã Thanh Đức, huyện Vị Xuyên theo chương trình mục tiêu quốc gia phát triển kinh tế - xã hội vùng đồng bào DTTS và miền núi giai đoạn 2021-2030, Giai đoạn 1 từ năm 2021 đến năm 2025",00,"Mua téc nước sinh hoạt xã Thanh Đức, huyện Vị Xuyên theo chương trình mục tiêu quốc gia phát triển kinh tế - xã hội vùng đồng bào DTTS và miền núi giai đoạn 2021-2030, Giai đoạn 1 từ năm 2021 đến năm 2025",,CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG VÀ THƯƠNG MẠI 88 - HÀ GIANG,3,,,,,,192000000,3053/QĐ-UBND,2023/03/15 00:00:00,UBND HUYỆN VỊ XUYÊN,0,"[['Gói thầu số 03: Mua téc nước sinh hoạt xã Thanh Đức', 'HH', 185600000, 'Chương trình MTQG phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 giai đoạn I: Từ năm 2021 đến năm 2025', 'Chào hàng cạnh tranh rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '10D', 'e881d569-7c44-4c26-97b6-3873c65b55cd', 'Trong nước', 'Qua mạng', 'Không sơ tuyển'], ['Gói thầu số 01: Tư vấn lập hồ sơ mời thầu, đánh giá hồ sơ dự thầu', 'TV', 4200000, 'Chương trình MTQG phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 giai đoạn I: Từ năm 2021 đến năm 2025', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '30D', '4d84fd20-a3d7-4d2f-b55a-6ab9de747e92', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Gói thầu số 02: Tư vấn thẩm định hồ sơ mời thầu, thẩm định kết quả lựa chọn nhà thầu', 'TV', 2200000, 'Chương trình MTQG phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 giai đoạn I: Từ năm 2021 đến năm 2025', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '20D', '4a96ebaa-8f05-456a-a1d1-85ce142db682', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Gói thầu số 03: Mua téc nước sinh hoạt xã Thanh Đức', 'Qua mạng', 'Trong nước', 'Hàng hóa', 'Không', 'Chào hàng cạnh tranh rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Chương trình MTQG phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 giai đoạn I: Từ năm 2021 đến năm 2025', 'Không', 'Quý I, 2023', '10 ngày', 185600000, 'Huyện Vị Xuyên, Tỉnh Hà Giang', 'BP2300105599'], ['LDT', 'Gói thầu số 01: Tư vấn lập hồ sơ mời thầu, đánh giá hồ sơ dự thầu', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Chương trình MTQG phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 giai đoạn I: Từ năm 2021 đến năm 2025', 'Không', 'Quý I, 2023', '30 ngày', 4200000, 'Huyện Vị Xuyên, Tỉnh Hà Giang', 'BP2300105585'], ['LDT', 'Gói thầu số 02: Tư vấn thẩm định hồ sơ mời thầu, thẩm định kết quả lựa chọn nhà thầu', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Chương trình MTQG phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021-2030 giai đoạn I: Từ năm 2021 đến năm 2025', 'Không', 'Quý I, 2023', '20 ngày', 2200000, 'Huyện Vị Xuyên, Tỉnh Hà Giang', 'BP2300105591']]","['4660734b-9e45-455c-b87a-4fd7fbcf5b55', 'plan-step-1', 'es-plan-project-p']",2023-03-25 18:23:47,TX,Quyết định phê duyệt KH lựa chọn nhà thầu.pdf,http://localhost:1234/api/download/file/browser/public?fileId=2d2178c4-a5be-4758-9b21-1869540f38da
PL2300038513,Phun thuốc diệt muỗi khử trùng môi trường,01,Phun thuốc diệt muỗi khử trùng môi trường,,Trường tiểu học Xuân Đỉnh,1,,,,,,77900000,39/QĐ - THXĐ,2023/03/22 00:00:00,Trường tiểu học Xuân Đỉnh,0,"[['Phun thuốc diệt muỗi khử trùng môi trường', 'PTV', 77900000, 'Nguồn ngân sách cấp', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý I, 2023', 'Trọn gói', '5D', '94ed8962-99b6-4842-b7f8-ed914a559f9b', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển']]","[['LDT', 'Phun thuốc diệt muỗi khử trùng môi trường', 'Không qua mạng', 'Trong nước', 'Phi tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Nguồn ngân sách cấp', 'Không', 'Quý I, 2023', '5 ngày', 77900000, 'Quận Bắc Từ Liêm, Thành phố Hà Nội', 'BP2300115587']]","['d7f03f4e-4c40-4118-a85c-1f1ec6991d92', 'plan-step-1', 'es-plan-project-p']",2023-03-25 21:49:42,TX,39- Quyết định kế hoạch lựa chọn nhà thầu.pdf,http://localhost:1234/api/download/file/browser/public?fileId=8fd85f6b-7cbf-4f9d-8e97-d26efd1d769a
PL2300038516,"Sửa chữa, nạo vét một số tuyến kênh chính trên địa bàn xã Hữu Hòa, huyện Thanh Trì",03,"Sửa chữa, nạo vét một số tuyến kênh chính trên địa bàn xã Hữu Hòa, huyện Thanh Trì","Cải tạo, sửa chữa, nạo vét tuyến kênh tưới tiêu kết hợp bị hư hỏng và bồi lắp để đảm bảo yêu cầu cấp nước sản xuất cho khu vực, từ đó thúc đẩy sản xuất phát triển kinh tế, giảm thiểu ô nhiễm môi trường nâng cao chất lượng sống của người dân trong khu vực, tiêu úng cho khoảng 600ha diện tích sản xuất và dân sinh của xã Hữu Hòa",Ủy ban nhân dân xã Hữu Hòa,5,2Năm,NC,TVQLDA,Không,Thành phố Hà Nội,4767000000,số 44/QĐ-UBND,2023/03/03 00:00:00,Ủy ban nhân dân xã Hữu Hòa,0,"[['Quản lý dự án', 'TV', 119777000, 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý IV, 2022', 'Trọn gói', '150D', '1dd94dcd-4e37-4556-a8d4-c1045b53139e', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Kiểm toán độc lập', 'TV', 49532000, 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý IV, 2022', 'Trọn gói', '30D', '76b5c9ff-6fe6-40bf-b164-9f3d68f13c45', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Giám sát thi công xây dựng công trình', 'TV', 104903000, 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý IV, 2022', 'Trọn gói', '60D', '19ec85ff-e887-47f9-a1d0-0270e67ae1b0', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Lập HSMT, đánh giá HSDT gói thầu xây lắp', 'TV', 14576000, 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Quý IV, 2022', 'Trọn gói', '30D', 'dde19aa8-c10c-4ed7-8312-856b5fa71268', 'Trong nước', 'Không qua mạng', 'Không sơ tuyển'], ['Xây lắp', 'XL', 4151825074, 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Đấu thầu rộng rãi', 'Một giai đoạn một túi hồ sơ', 'Quý IV, 2022', 'Trọn gói', '60D', '656b6a83-d87a-4d41-b791-ab14dcae8c9d', 'Trong nước', 'Qua mạng', 'Không sơ tuyển']]","[['LDT', 'Quản lý dự án', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Không', 'Quý IV, 2022', '150 ngày', 119777000, 'Huyện Thanh Trì, Thành phố Hà Nội', 'BP2300115595'], ['LDT', 'Kiểm toán độc lập', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Không', 'Quý IV, 2022', '30 ngày', 49532000, 'Huyện Thanh Trì, Thành phố Hà Nội', 'BP2300115599'], ['LDT', 'Giám sát thi công xây dựng công trình', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Không', 'Quý IV, 2022', '60 ngày', 104903000, 'Huyện Thanh Trì, Thành phố Hà Nội', 'BP2300115598'], ['LDT', 'Lập HSMT, đánh giá HSDT gói thầu xây lắp', 'Không qua mạng', 'Trong nước', 'Tư vấn', 'Không', 'Chỉ định thầu rút gọn', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Không', 'Quý IV, 2022', '30 ngày', 14576000, 'Huyện Thanh Trì, Thành phố Hà Nội', 'BP2300115597'], ['LDT', 'Xây lắp', 'Qua mạng', 'Trong nước', 'Xây lắp', 'Không', 'Đấu thầu rộng rãi', 'Một giai đoạn một túi hồ sơ', 'Trọn gói', 'Vốn ngân sách Thành phố  và ngân sách huyện bổ sung có mục tiêu', 'Không', 'Quý IV, 2022', '60 ngày', 4151825074, 'Huyện Thanh Trì, Thành phố Hà Nội', 'BP2300115600']]","['cd8fa9e4-6b52-4759-b5ce-dda0f1af17df', 'plan-step-1', 'es-plan-project-p']",2023-03-25 22:22:28,DTPT,QĐ điều chỉnh.pdf,http://localhost:1234/api/download/file/browser/public?fileId=931e4fa2-58c4-4f06-930e-0e2baad71eca
